作物代碼,作物名稱,登記分類名稱,病蟲害名稱,農藥中文普通名稱,農藥含量,劑型,每公頃每次用量,稀釋倍數,使用時期,施藥間隔,施用次數,安全採收期_天,施用方法,注意事項,說明,核准日期,廠商名稱
C121111,洋香瓜,瓜果類,幼苗疫病,普拔克,39.5(%) (w/w),SL,,200,病害發生初期開始施藥,-,-,-,將稀釋藥液於移植前噴施於穴盤苗。,1.勿任意提高濃度，以免發生藥害。2.不可與液肥或植物生長調節劑混合使用。,延伸使用,1070214,
C121111,洋香瓜,瓜果類,幼苗疫病,普拔克,66.5(%) (w/w),SL,,400,,-,-,-,將稀釋藥液於移植前噴施於穴盤苗,1.勿任意提高濃度，以免發生藥害。2.不可與液肥或植物生長調節劑混合使用。,延伸使用,0990317,
C121111,洋香瓜,瓜果類,幼苗疫病,普拔克,66.5(%) (w/w),SL,-,400,病害發生初期開始施藥,-,-,-,將稀釋藥液於移植前噴施於穴盤苗。,1.勿任意提高濃度，以免發生藥害。2.不可與液肥或植物生長調節劑混合使用。,延伸使用,0990525,
C121111,洋香瓜,瓜果類,露菌病,普拔克,39.5(%) (w/w),SL,2.5-3.6公升,400,病害發生初期開始施藥,7,3,6,,本藥劑試驗加展著劑「強透力」4000倍。,,0790425,台灣巴斯夫股份有限公司
C121111,洋香瓜,瓜果類,露菌病,普拔克,39.5(%) (w/w),SL,2.5公升,400,病害發生初期開始施藥,7,3,15,,本藥劑試驗時加展著劑「較好配」3000倍。,,0880119,台灣巴斯夫股份有限公司
C121111,洋香瓜,瓜果類,露菌病,普拔克,39.5(%) (w/w),SL,2.5公升,400,病害發生初期開始施藥,7,3,15,-,-,延伸使用,0990525,
C121111,洋香瓜,瓜果類,露菌病,普拔克,39.5(%) (w/w),SL,2.5公升,400,病害發生初期開始施藥,7,3,15,-,-,延伸使用,1050408,
C121111,洋香瓜,瓜果類,露菌病,普拔克,39.5(%) (w/w),SL,2.6公升,400,將穴盤苗浸於稀釋藥液中約30秒至1分鐘後，再行移植。,-,-,-,-,1.浸漬前一天穴盤苗不要澆水。2.浸苗應浸至苗莖部。3.勿任意提高濃度，以免發生藥害。,延伸使用,1070214,
C121111,洋香瓜,瓜果類,露菌病,普拔克,66.5(%) (w/w),SL,1.25公升,800,病害發生初期開始施藥,7,3,15,-,-,延伸使用,1050408,
C121111,洋香瓜,瓜果類,露菌病,普拔克,66.5(%) (w/w),SL,1.5公升,700,將穴盤苗浸於稀釋藥液中約30秒至1分鐘後，再行移植。,-,-,-,-,1.浸漬前一天穴盤苗不要澆水。2.浸苗應浸至苗莖部。3.勿任意提高濃度，以免發生藥害。,延伸使用,1050408,
C121111,洋香瓜,洋香瓜,白粉病,滅芬座,400 g/L (40% w/v),SC,0.3-0.5公升,2500,病害發生初期開始施藥。,7,共3次,4,,,延伸使用,1130527,
C121111,洋香瓜,洋香瓜,白粉病,滅芬農,42.37(%) (w/w),SC,0.25公升,"4,000",病害發生初期開始施藥。,7,3,6,,,,0980303,台灣巴斯夫股份有限公司
C121111,洋香瓜,瓜果類,淡色薊馬,滅賜克,50(%) (w/w),WP,1-1.7公斤,1000,害蟲發生時開始施藥,7,4,6,,,,,
C121111,洋香瓜,瓜果類,蔓割病,溴氯腈,40(%) (w/w),EC,1.5-3.0公升,650,播種前施藥,-,-,-,,,,,
C121111,洋香瓜,瓜果類,白粉病,達克利,5(%) (w/w),WP,0.3-0.5公斤,3000,病害發生初期開始施藥,7,3,9,,,,0811126,瑞豐股份有限公司
C121111,洋香瓜,瓜果類,粉蝨類,達特南,20(%) (w/w),SG,0.3-0.7公斤,"3,000",害蟲發生時開始施藥,7,最多2次,6,,避免於開花期使用,延伸使用,1080619,
C121111,洋香瓜,瓜果類,粉蝨類,達特南,20(%) (w/w),SG,0.4-0.6公斤,3000,害蟲發生時開始施藥,7,-,6,-,,延伸使用,0990719,
C121111,洋香瓜,瓜果類,金花蟲類,達特南,20(%) (w/w),SG,0.3-0.7公斤,"3,000",害蟲發生時開始施藥,7,最多2次,6,,避免於開花期使用,延伸使用,1080619,
C121111,洋香瓜,瓜果類,金花蟲類,達特南,20(%) (w/w),SG,0.4-0.6公斤,3000,害蟲發生時開始施藥,7,-,6,-,,延伸使用,0990719,
C121111,洋香瓜,瓜果類,銀葉粉蝨,達特南,20(%) (w/w),SG,0.4-0.6 公斤,3000,害蟲發生時開始施藥,7,,6,,,,0930429,惠光股份有限公司
C121111,洋香瓜,瓜果類,露菌病,達滅克敏,18.7(%) (w/w),WG,1公斤,"1,000",病害發生初期開始施藥。,7,3,12,,,,0980225,台灣巴斯夫股份有限公司
C121111,洋香瓜,瓜果類,露菌病,達滅克絕,350g/L (35% w/v),SC,0.5-1.3公斤,"1,500",病害發生初期開始施藥。,7,,12,,採收前12天（設施栽培18天）停止施藥。,變更安全劑型,1120807,
C121111,洋香瓜,瓜果類,露菌病,達滅克絕,35(%) (w/w),WP,0.5-1.3公斤,"1,500",病害發生初期開始施藥。,7,,12,,採收前12天（設施栽培18天）停止施藥。,延伸使用,1020418,
C121111,洋香瓜,瓜果類,露菌病,達滅芬,50(%) (w/w),SC,0.33公升,3000,病害發生初期開始施藥,7,3,6,-,,變更安全劑型,1010201,
C121111,洋香瓜,瓜果類,露菌病,達滅芬,50(%) (w/w),SC,0.33公升,3000,病害發生初期開始施藥,7,3,6,-,,延伸使用,0990525,
C121111,洋香瓜,瓜果類,露菌病,達滅芬,500 g/L (50% w/v),SC,0.3-0.7公升,3000,病害發生初期開始施藥,7,,6,,,延伸使用,1070117,
C121111,洋香瓜,瓜果類,露菌病,達滅芬,500 g/L (50% w/v),SC,0.33公升,3000,病害發生初期開始施藥,7,3,6,-,,延伸使用,1070214,
C121111,洋香瓜,瓜果類,露菌病,達滅芬,50(%) (w/w),WP,0.33公斤,3000,病害發生初期開始施藥,7,3,6,,,,0891107,臺灣氰胺股份有限公司
C121111,洋香瓜,瓜果類,露菌病,達滅芬,50(%) (w/w),WP,0.33公斤,3000,病害發生初期開始施藥,7,3,6,-,,延伸使用,0990525,
C121111,洋香瓜,瓜果類,疫病,達滅芬,50(%) (w/w),SC,4公升,3000,病害發生初期開始施藥,7,3,6,每株灌藥500公撮於病株周圍,,延伸使用,0990525,
C121111,洋香瓜,瓜果類,疫病,達滅芬,50(%) (w/w),SC,4公升,3000,病害發生初期開始施藥,7,3,6,每株灌藥500公撮於病株周圍,-,延伸使用,0990317,
C121111,洋香瓜,瓜果類,疫病,達滅芬,500 g/L (50% w/v),SC,4公升,3000,病害發生初期開始施藥,7,3,6,每株灌藥500公撮於病株周圍,,延伸使用,1070214,
C121111,洋香瓜,瓜果類,疫病,達滅芬,50(%) (w/w),WP,4公斤,3000,病害發生初期開始施藥,7,3,6,每株灌藥500公撮於病株周圍,,延伸使用,0990525,
C121111,洋香瓜,瓜果類,疫病,達滅芬,50(%) (w/w),WP,4公斤,3000,病害發生初期開始施藥,7,3,6,每株灌藥500公撮於病株周圍,-,延伸使用,0990317,
C121111,洋香瓜,瓜果類,露菌病,達滅脫定,525 g/L (52.5% w/v),SC,0.8公升,"1,000",病害發生初期開始施藥。,7,連續3次,3,,,延伸使用,1091231,
C121111,洋香瓜,瓜果類,白粉病,碳酸氫鉀,80(%) (w/w),SP,1-1.2公斤,1000,病害發生初期開始施藥,5,3,-,-,,延伸使用,0990525,
C121111,洋香瓜,瓜果類,南黃薊馬,福化利,25(%) (w/w),EC,0.4公升,"3,000",害蟲發生時開始施藥。,7,4,7,,"本劑試驗時加增效劑「消抗靈」2,500倍。",,,
C121111,洋香瓜,瓜果類,南黃薊馬,福化利,240 g/L (24% w/v),EW,0.4公升,"3,000",害蟲發生時開始施藥。,7,4,7,,,延伸使用,1070214,
C121111,洋香瓜,瓜果類,薊馬類,福化利,25(%) (w/w),EC,0.4公升,"3,000",害蟲發生時開始施藥。,7,4,7,,"本藥劑試驗時加「消抗靈」增效劑2,500倍。",公告標示外使用,0970825,
C121111,洋香瓜,瓜果類,薊馬類,福化利,240 g/L (24% w/v),EW,0.4公升,"3,000",害蟲發生時開始施藥。,7,4,7,,,延伸使用,1070214,
C121111,洋香瓜,瓜果類,促進著果,福芬素,0.1(%) (w/w),SL,,500,開花前一日至當日,-,-,-,,"本劑不得與其他化學品混合使用;勿噴及花器之其他部位,以免藥害",,0830319,裕元興業股份有限公司
C121111,洋香瓜,瓜果類,露菌病,福賽快得寧,80(%) (w/w),WP,0.8-1.0公斤,1500,病害發生初期開始施藥,7,3,9,-,1.不可與石灰硫磺、有機硫磺劑混合使用。,延伸使用,0990525,
C121111,洋香瓜,瓜果類,露菌病,福賽快得寧,80(%) (w/w),WP,0.8-1公斤,1500,病害發生初期開始施藥,7,3,9,,1.不可與石灰硫磺、有機硫磺劑混合使用。2.本劑試驗時加展著劑「較好配」1500倍。,,0900803,惠光股份有限公司
C121111,洋香瓜,瓜果類,露菌病,福賽得,80(%) (w/w),WG,2-3公斤,500,病害發生初期開始施藥,10,3,,,加展著劑。,公告標示外使用,0970825,
C121111,洋香瓜,瓜果類,露菌病,福賽得,80(%) (w/w),WG,2-3公斤,500,病害發生初期開始施藥,10,3,-,,加展著劑,,,
C121111,洋香瓜,瓜果類,露菌病,福賽得,80(%) (w/w),WP,2-3公斤,500,病害發生初期開始施藥,10,3,,,加展著劑。,公告標示外使用,0970825,
C121111,洋香瓜,瓜果類,露菌病,福賽得,80(%) (w/w),WP,2-3公斤,500,病害發生初期開始施藥,10,3,-,,加展著劑,,,
C121111,洋香瓜,洋香瓜,根瘤線蟲,福賽絕,15(%) (w/w),EC,10公升,200,種植當日將藥劑條施於植溝內，並覆土再種植。,,,,,限於移植當日施藥。,,1040330,
C121111,洋香瓜,洋香瓜,根瘤線蟲,福賽絕,10(%) (w/w),GR,20公斤,,種植當日施藥。,,,,,"將藥劑條施植溝內,覆土再種植。",,0830207,台灣石原產業股份有限公司
C121111,洋香瓜,蔬菜,苗立枯病,綠木黴菌R42,2X10^8 CFU/g,AP,-,-,-,-,-,-,-,1.與栽培介質混拌(1:200(w/w))再播種或以200倍稀釋澆灌，2種方法擇一使用。,延伸使用,1030220,
C121111,洋香瓜,瓜果類,疫病,蓋棘木黴菌ICC080/012,1X10^7 CFU/g,WP,2.5公斤,"2,000",定植前7天灌注植穴1次，定植當天再澆灌全株1次，共2次。,,,,"使用前24-36小時，先將本藥劑與水以1:10比例混合泡製，且不定時攪動溶液，促進分生孢子發芽，施藥前再以足夠之水量稀釋至2,000倍，每株澆灌200毫升。",避免於高溫及強日照下施用本藥劑，配製之稀釋藥液應於當天用畢，避免與殺菌劑混合使用。,延伸使用,1040330,
C121111,洋香瓜,瓜果類,炭疽病,賓得克利,25(%) (w/w),SC,0.7-1公升,1500,病害發生初期開始施藥,7,3,6,,,,0900823,台灣拜耳股份有限公司
C121111,洋香瓜,瓜果類,露菌病,銅本達樂,37(%) (w/w),WP,1.6-2.5公斤,600,病害發生初期開始施藥,7,3,6,,本藥劑試驗時加展著劑全透力，每1000公升藥液加1.5公升。,公告標示外使用,0970825,
C121111,洋香瓜,瓜果類,露菌病,銅本達樂,37(%) (w/w),WP,1.6-2.5公斤,600,病害發生初期開始施藥,7,3,6,,本藥劑試驗時加展著劑「全透力」，每1000公升藥液加1.5公升。,,,
C121111,洋香瓜,瓜果類,露菌病,銅合腐絕,60(%) (w/w),WP,2-3公斤,500,病害發生初期開始施藥,7,3,3,,,,0830330,
C121111,洋香瓜,瓜果類,露菌病,銅合腐絕,60(%) (w/w),WP,2-3公斤,500,病害發生初期開始施藥,7,3,3,,,公告標示外使用,0970825,
C121111,洋香瓜,瓜果類,細菌性斑點病,銅快得寧,40(%) (w/w),WP,2-3公斤,500,病害發生初期開始施藥,7,3-5,3,藥液應噴佈於葉片上下兩面,-,延伸使用,0990525,
C121111,洋香瓜,瓜果類,露菌病,銅錳乃浦,82(%) (w/w),WP,1.6-2.5公斤,600,病害發生初期開始施藥,7,3,9,,本藥劑試驗時加展著劑「全透力」1000倍。,,,
C121111,洋香瓜,瓜果類,白粉病,撲克拉,25(%) (w/w),EC,0.3公升,"4,000",病害發生初期開始施藥。,10,3,6,,,,,
C121111,洋香瓜,瓜果類,白粉病,撲克拉,25(%) (w/w),EW,0.3公升,"4,000",病害發生初期開始施藥。,10,3,6,,,變更安全劑型,0890807,
C121111,洋香瓜,瓜果類,炭疽病,撲克拉,25(%) (w/w),EC,0.35-0.5公升,"3,000",病害發生初期開始施藥。,10,3,6,,本劑試驗時加展著劑「CS-7」3000倍。,,,
C121111,洋香瓜,瓜果類,炭疽病,撲克拉,25(%) (w/w),EW,0.35-0.5公升,"3,000",病害發生初期開始施藥。,10,3,6,,本劑試驗時加展著劑「CS-7」3000倍。,變更安全劑型,0890807,
C121111,洋香瓜,瓜果類,蔓枯病,撲克拉錳,50(%) (w/w),WP,0.25公斤,"4,000",病害發生初期開始施藥。,7,4,9,應注意將藥劑噴射莖基部,,,0860430,拜耳作物科學股份有限公司
C121111,洋香瓜,瓜果類,蔓枯病,撲滅寧,50(%) (w/w),SC,0.5公升,"2,000",病害發生初期開始施藥。,7,3,15,,,變更安全劑型,1060706,
C121111,洋香瓜,瓜果類,蔓枯病,撲滅寧,50(%) (w/w),SC,0.5公升,"2,000",病害發生初期開始施藥。,7,4,15,,,變更安全劑型,1060706,
C121111,洋香瓜,瓜果類,蔓枯病,撲滅寧,50(%) (w/w),WP,0.5公斤,"2,000",病害發生初期開始施藥。,7,3,15,,,延伸使用,0990525,
C121111,洋香瓜,瓜果類,蔓枯病,撲滅寧,50(%) (w/w),WP,0.5公斤,"2,000",病害發生初期開始施藥。,7,4,15,,,,0870615,台灣住友化學股份有限公司
C121111,洋香瓜,瓜果類,地下部線蟲類,毆殺滅,5(%) (w/w),GR,40-80公斤,,,,,,,1.移植當日將藥劑條施於15公分深之植溝內，覆土後定植。2.施藥時必須戴手套。,,1051013,
C121111,洋香瓜,瓜果類,番茄斑潛蠅,毆殺滅,10(%) (w/w),SL,,250,害蟲發生時開始施藥。,7-10,,6,,,,,
C121111,洋香瓜,瓜果類,葉蟎類,毆蟎多,30(%) (w/w),WP,1公升,1000,,,,,,,公告標示外使用,0970825,
C121111,洋香瓜,瓜果類,粉蝨類,賜派滅,150 g/L (15% w/v),OD,0.5-1.3公升,"1,500",害蟲發生時。,7,,7,,,延伸使用,1051230,
C121111,洋香瓜,瓜果類,粉蝨類,賜派滅,100 g/L (10% w/v),SC,0.8-2公升,"1,000",害蟲發生時開始施藥。,7,,7,,,延伸使用,1051230,
C121111,洋香瓜,瓜果類,葉蟎類,賜滅芬,240 g/L (24% w/v),SC,0.4-1公升,"2,000",害蟎發生初期施藥1次。,,,3,,,延伸使用,1110422,
C121111,洋香瓜,瓜果類,斑潛蠅類,賜諾特,11.7(%) (w/w),SC,0.32-0.43公升,"3,000",害蟲發生時開始施藥。,7,2,15,,1.採收前9天（設施栽培15天）停止施藥。2.本案試驗害物為「番茄斑潛蠅」。,延伸使用,1070214,
C121111,洋香瓜,瓜果類,斑潛蠅類,賜諾特,5.87(%) (w/w),SC,0.6-0.8公升,"1,600",害蟲發生時開始施藥。,7,2,15,,1.採收前9天（設施栽培15天）停止施藥。2.本案試驗害物為「番茄斑潛蠅」。,,0990916,台灣道禮股份有限公司
C121111,洋香瓜,瓜果類,薊馬類,賜諾特,11.7(%) (w/w),SC,0.09-0.3公升,"8,000",害蟲發生時開始施藥。,7,,6,,,延伸使用,1050801,
C121111,洋香瓜,瓜果類,薊馬類,賜諾特,5.87(%) (w/w),SC,0.18-0.6公升,"4,000",害蟲發生時開始施藥。,7,,6,,,延伸使用,1050801,
C121111,洋香瓜,瓜果類,薊馬類,賜諾殺,11.6(%) (w/w),SC,0.2-0.4公升,4500,害蟲發生時開始施藥,7,-,3,-,-,延伸使用,1041224,
C121111,洋香瓜,瓜果類,薊馬類,賜諾殺,2.5(%) (w/w),SC,0.8-2公升,1000,害蟲發生時開始施藥,7,-,3,-,-,延伸使用,1041224,
C121111,洋香瓜,瓜果類,薊馬類,賜諾殺,80(%) (w/w),WP,0.03-0.06公斤,32000,害蟲發生時開始施藥,7,-,3,-,-,延伸使用,1041224,
C121111,洋香瓜,瓜果類,瓜實蠅,賜諾殺,0.02(%) (w/w),CB,1公升,2,植株開花前開始施藥,7,,,,1.植株開花前每隔5公尺吊掛傘式誘蟲器，內置浸藥棉片，每隔7天更換1次。2.配合清除園內被害果。,,0990305,台灣道禮股份有限公司
C121111,洋香瓜,瓜果類,炭疽病,鋅錳乃浦,33(%) (w/w),SC,2-3公升,400,病害發生初期開始施藥,7,4-5,12,施藥時期將藥劑噴射於葉片上下兩面,藥劑調配後應加展著劑，試驗時加展著劑「來著通CS-7」2000倍,,,
C121111,洋香瓜,瓜果類,露菌病,鋅錳右滅達樂,53(%) (w/w),WG,2-3公斤,400,病害發生初期開始施藥,7,3-4,12,藥液應噴施於葉片上下兩面,,延伸使用,0990525,
C121111,洋香瓜,瓜果類,露菌病,鋅錳右滅達樂,53(%) (w/w),WG,2-3公斤,400,病害發生初期開始施藥,7,3-4,12,藥液應噴施於葉片上下兩面,"本藥劑試驗時加展著劑「來著通」2,000倍或「全透力」1,000倍。",延伸使用,0990317,
C121111,洋香瓜,瓜果類,露菌病,鋅錳克絕,72(%) (w/w),WP,1.3-2公斤,750,病害發生初期開始施藥,7,3,12,,本藥劑試驗時加展著劑「全透力」1000倍。,,,
C121111,洋香瓜,瓜果類,露菌病,鋅錳克絕,72(%) (w/w),WP,1.3-2公斤,750,病害發生初期開始施藥,7,3,12,,本藥劑試驗時加展著劑「全透力」1000倍。,,0720120,
C121111,洋香瓜,瓜果類,露菌病,鋅錳座賽胺,75(%) (w/w),WG,1公斤,1000,病害發生初期開始施藥,7,3,3,-,,延伸使用,0990525,
C121111,洋香瓜,瓜果類,露菌病,鋅錳滅達樂,58(%) (w/w),WP,2-3公斤,400,病害發生初期開始施藥,7,3-4,12,藥液應噴施於葉片上下兩面,"本藥劑試驗時加展著劑「來著通」2,000倍或「全透力」1,000倍。",延伸使用,0990317,
C121111,洋香瓜,瓜果類,露菌病,鋅錳滅達樂,58(%) (w/w),WP,2-3公斤,400,病害發生初期開始施藥,7,3-4,12,藥液應噴施於葉片上下兩面。,,延伸使用,0990525,
C121111,洋香瓜,瓜果類,露菌病,錳乃浦,80(%) (w/w),WP,2-3公斤,400,病害發生初期開始施藥,7,3-4,7,藥液應噴施於葉片上下兩面。,-,延伸使用,0990525,
C121111,洋香瓜,瓜果類,南黃薊馬,繁米蝨,60(%) (w/w),EC,1公升,1200,害蟲發生時開始施藥,7,4,7,,本劑試驗時加展著劑「出來通CS-7」3000倍,,,
C121111,洋香瓜,瓜果類,粉蝨類,賽安勃,10.26(%) (w/w),OD,0.625公升,800,平均每葉成蟲數達1隻以上1週後開始施藥。,7,連續2次,4,藥液量500公升/公頃，藥劑量0.625公升/公頃。,避免於開花期使用。,,1101015,台灣富美實有限公司
C121111,洋香瓜,瓜果類,棉蚜,賽果培,40.4(%) (w/w),SC,0.3-0.5公升,4000,害蟲發生時開始施藥,7,,21,,,,0960303,拜耳作物科學股份有限公司
C121111,洋香瓜,洋香瓜,葉蟎類,賽芬蟎,20(%) (w/w),SC,1.0-1.2公升,1000,害蟎發生時施藥1次。,,,7,,,延伸使用,1120313,
C121111,洋香瓜,瓜果類,夜蛾類,賽洛寧,2.46(%) (w/w),CS,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,0990317,
C121111,洋香瓜,瓜果類,夜蛾類,賽洛寧,2.8(%) (w/w),EC,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,夜蛾類,賽洛寧,2.5(%) (w/w),ME,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,0990317,
C121111,洋香瓜,瓜果類,夜蛾類,賽洛寧,2.8(%) (w/w),SC,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,夜蛾類,賽洛寧,5(%) (w/w),WG,0.25-0.3公斤,"4,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,夜蛾類,賽洛寧,1(%) (w/w),WP,1.25-1.5公斤,800,害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,植食性瓢蟲類,賽洛寧,2.46(%) (w/w),CS,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,0990317,
C121111,洋香瓜,瓜果類,植食性瓢蟲類,賽洛寧,2.8(%) (w/w),EC,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,植食性瓢蟲類,賽洛寧,2.5(%) (w/w),ME,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,0990317,
C121111,洋香瓜,瓜果類,植食性瓢蟲類,賽洛寧,2.8(%) (w/w),SC,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,植食性瓢蟲類,賽洛寧,5(%) (w/w),WG,0.25-0.3公斤,"4,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,植食性瓢蟲類,賽洛寧,1(%) (w/w),WP,1.25-1.5公斤,800,害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,南黃薊馬,賽洛寧,2.46(%) (w/w),CS,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,變更安全劑型,0921201,
C121111,洋香瓜,瓜果類,南黃薊馬,賽洛寧,2.8(%) (w/w),EC,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,,,
C121111,洋香瓜,瓜果類,南黃薊馬,賽洛寧,2.5(%) (w/w),ME,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,變更安全劑型,0921201,
C121111,洋香瓜,瓜果類,南黃薊馬,賽洛寧,2.8(%) (w/w),SC,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,變更安全劑型,1040813,
C121111,洋香瓜,瓜果類,南黃薊馬,賽洛寧,5(%) (w/w),WG,0.25-0.3公斤,"4,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,南黃薊馬,賽洛寧,1(%) (w/w),WP,1.25-1.5公斤,800,害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,金花蟲類,賽洛寧,2.46(%) (w/w),CS,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,0990317,
C121111,洋香瓜,瓜果類,金花蟲類,賽洛寧,2.8(%) (w/w),EC,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,金花蟲類,賽洛寧,2.5(%) (w/w),ME,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,0990317,
C121111,洋香瓜,瓜果類,金花蟲類,賽洛寧,2.8(%) (w/w),SC,0.5-0.6公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,金花蟲類,賽洛寧,5(%) (w/w),WG,0.25-0.3公斤,"4,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,金花蟲類,賽洛寧,1(%) (w/w),WP,1.25-1.5公斤,800,害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1081004,
C121111,洋香瓜,瓜果類,薊馬類,賽洛寧,2.46(%) (w/w),CS,0.4-1公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1051216,
C121111,洋香瓜,瓜果類,薊馬類,賽洛寧,2.8(%) (w/w),EC,0.4-1公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1051216,
C121111,洋香瓜,瓜果類,薊馬類,賽洛寧,2.5(%) (w/w),ME,0.4-1公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1051216,
C121111,洋香瓜,瓜果類,薊馬類,賽洛寧,2.8(%) (w/w),SC,0.4-1公升,"2,000",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1051216,
C121111,洋香瓜,瓜果類,薊馬類,賽洛寧,5(%) (w/w),WG,0.2-0.6公斤,"3,500",害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1051216,
C121111,洋香瓜,瓜果類,薊馬類,賽洛寧,1(%) (w/w),WP,1-2.9公斤,700,害蟲發生時開始施藥。,7,,7,,避免於開花期使用。,延伸使用,1051216,
C121111,洋香瓜,洋香瓜,疫病,賽座滅,9.4(%) (w/w),SC,0.3-0.5公升,3000,病害發生初期開始施藥。,7,,6,,,延伸使用,1050408,
C121111,洋香瓜,洋香瓜,露菌病,賽座滅,9.4(%) (w/w),SC,0.2-0.4公升,3000,病害發生初期開始施藥。,7,4,6,,,,0911024,台灣石原產業股份有限公司
C121111,洋香瓜,瓜果類,粉蝨類,賽速安,10(%) (w/w),SG,0.3-0.5公斤,4000,害蟲發生時開始施藥,7,-,6,-,,延伸使用,0990621,
C121111,洋香瓜,瓜果類,粉蝨類,賽速安,25(%) (w/w),SG,0.12-0.2公斤,10000,害蟲發生時開始施藥,7,-,6,-,避免於開花期使用,延伸使用,1060822,
C121111,洋香瓜,瓜果類,蚜蟲類,賽速安,10(%) (w/w),SG,0.4-1公斤,2000,害蟲發生時開始施藥,7,,6,,避免於開花期使用,延伸使用,1060822,
C121111,洋香瓜,瓜果類,蚜蟲類,賽速安,25(%) (w/w),SG,0.2-0.4公斤,5000,害蟲發生時開始施藥,7,,6,,避免於開花期使用,延伸使用,1060822,
C121111,洋香瓜,瓜果類,銀葉粉蝨,賽速安,10(%) (w/w),SG,0.3-0.5公斤,4000,害蟲發生時開始施藥,7,,6,,,,0920108,台灣先正達股份有限公司
C121111,洋香瓜,瓜果類,銀葉粉蝨,賽速安,25(%) (w/w),SG,0.12-0.2公斤,10000,害蟲發生時開始施藥,7,,6,,避免於開花期使用,延伸使用,1060822,
C121111,洋香瓜,瓜果類,粉蝨類,賽速洛寧,24.7%(w/v),ZC,0.4-0.6公升,2500,害蟲發生時開始施藥,7,-,12,-,1.採收前12天（設施栽培18天）停止施藥,,1000915,台灣先正達股份有限公司
C121111,洋香瓜,瓜果類,白粉病,賽普待克利,31.25(%) (w/w),WG,1-1.5 公斤,1000,病害發生初期開始施藥,7,3,6,,,,0871204,台灣諾華股份有限公司
C121111,洋香瓜,瓜果類,白粉病,賽普洛,50(%) (w/w),WG,0.6-0.8公斤,"1,500",病害發生初期開始施藥。,7,3,6,,,延伸使用,0990525,
C121111,洋香瓜,洋香瓜,白粉病,賽普洛,50(%) (w/w),WG,0.6-0.8公斤,"1,500",病害發生初期開始施藥。,7,3,6,,,,0890516,台灣先正達股份有限公司
